Unnamed: 0,neg_word,pos_word,hyphen_word,negative_affix,tokenizer,neg_bytes,neg_correct,soft_neg_correct,pos_bytes,pos_correct,soft_pos_correct,hyphen_bytes,hyphen_correct,soft_hyphen_correct,tokenizer_type,NegMorph,tokenized_into
2645,unconventional,conventional,un-conventional,un,Flan-T5-xxl,['unconventional'],Not segmented,Correct,['conventional'],False,Not segmented,"['un', '-', 'con', 'vention', 'al']",Correct,Correct,sentencepiece,Under-segmented,unconventional
2647,unconventional,conventional,un-conventional,un,ALBERT,['unconventional'],Not segmented,Correct,['conventional'],False,Not segmented,"['un', '-', 'con', 'vent', 'ion', 'al']",Correct,Correct,sentencepiece,Under-segmented,unconventional
2648,unconventional,conventional,un-conventional,un,BERT-base,['unconventional'],Not segmented,Correct,['conventional'],False,Not segmented,"['un', '-', 'conventional']",Correct,Correct,wordpiece,Under-segmented,unconventional
2649,unconventional,conventional,un-conventional,un,ELECTRA-base,['unconventional'],Not segmented,Correct,['conventional'],False,Not segmented,"['un', '-', 'conventional']",Correct,Correct,wordpiece,Under-segmented,unconventional
2650,divergent,convergent,di-vergent,di,GPT-2,"['d', 'iver', 'gent']",Incorrect,Incorrect,"['con', 'ver', 'gent']",False,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,byte_level_bpe,Over-segmented,d
2652,divergent,convergent,di-vergent,di,GPT-4,"['div', 'erg', 'ent']",Incorrect,Correct,"['con', 'ver', 'gent']",False,Incorrect,"['di', '-ver', 'gent']",Correct,Correct,byte_level_bpe,Under-segmented,div
2653,divergent,convergent,di-vergent,di,RoBERTa-base,"['d', 'iver', 'gent']",Incorrect,Incorrect,"['con', 'ver', 'gent']",False,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,byte_level_bpe,Over-segmented,d
2654,divergent,convergent,di-vergent,di,XLNet-base,"['diverge', 'nt']",Incorrect,Correct,"['converge', 'nt']",False,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,sentencepiece,Under-segmented,diverge
2655,divergent,convergent,di-vergent,di,Flan-T5-xxl,"['diver', 'gent']",Incorrect,Correct,"['converge', 'n', 't']",False,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,sentencepiece,Under-segmented,diver
2656,divergent,convergent,di-vergent,di,LLama-2-13B,"['diver', 'gent']",Incorrect,Correct,"['conver', 'gent']",False,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,sentencepiece,Under-segmented,diver
2657,divergent,convergent,di-vergent,di,ALBERT,['divergent'],Not segmented,Correct,"['converge', 'nt']",False,Incorrect,"['di', '-', 'ver', 'gent']",Correct,Correct,sentencepiece,Under-segmented,divergent
2658,divergent,convergent,di-vergent,di,BERT-base,"['diver', 'gent']",Incorrect,Correct,"['converge', 'nt']",False,Incorrect,"['di', '-', 'verge', 'nt']",Correct,Correct,wordpiece,Under-segmented,diver
2659,divergent,convergent,di-vergent,di,ELECTRA-base,"['diver', 'gent']",Incorrect,Correct,"['converge', 'nt']",False,Incorrect,"['di', '-', 'verge', 'nt']",Correct,Correct,wordpiece,Under-segmented,diver
2668,inconvertible,convertible,in-convertible,in,BERT-base,"['inc', 'on', 'vert', 'ible']",Incorrect,Correct,['convertible'],False,Not segmented,"['in', '-', 'convertible']",Correct,Correct,wordpiece,Under-segmented,inc
2669,inconvertible,convertible,in-convertible,in,ELECTRA-base,"['inc', 'on', 'vert', 'ible']",Incorrect,Correct,['convertible'],False,Not segmented,"['in', '-', 'convertible']",Correct,Correct,wordpiece,Under-segmented,inc
2700,incorporeal,corporeal,in-corporeal,in,GPT-2,"['inc', 'orp', 'oreal']",Incorrect,Correct,"['cor', 'p', 'oreal']",False,Incorrect,"['in', '-', 'cor', 'p', 'oreal']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2702,incorporeal,corporeal,in-corporeal,in,GPT-4,"['inc', 'orp', 'oreal']",Incorrect,Correct,"['corp', 'oreal']",False,Incorrect,"['in', '-c', 'orp', 'oreal']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2703,incorporeal,corporeal,in-corporeal,in,RoBERTa-base,"['inc', 'orp', 'oreal']",Incorrect,Correct,"['cor', 'p', 'oreal']",False,Incorrect,"['in', '-', 'cor', 'p', 'oreal']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2705,incorporeal,corporeal,in-corporeal,in,Flan-T5-xxl,"['incorpor', 'e', 'al']",Incorrect,Correct,"['corp', 'o', 'real']",False,Incorrect,"['in', '-', 'corp', 'o', 'real']",Correct,Correct,sentencepiece,Under-segmented,incorpor
2706,incorporeal,corporeal,in-corporeal,in,LLama-2-13B,"['incor', 'p', 'ore', 'al']",Incorrect,Correct,"['cor', 'p', 'ore', 'al']",False,Incorrect,"['in', '-', 'cor', 'p', 'ore', 'al']",Correct,Correct,sentencepiece,Under-segmented,incor
2708,incorporeal,corporeal,in-corporeal,in,BERT-base,"['inc', 'or', 'pore', 'al']",Incorrect,Correct,"['corp', 'ore', 'al']",False,Incorrect,"['in', '-', 'corp', 'ore', 'al']",Correct,Correct,wordpiece,Under-segmented,inc
2709,incorporeal,corporeal,in-corporeal,in,ELECTRA-base,"['inc', 'or', 'pore', 'al']",Incorrect,Correct,"['corp', 'ore', 'al']",False,Incorrect,"['in', '-', 'corp', 'ore', 'al']",Correct,Correct,wordpiece,Under-segmented,inc
2710,incorrect,correct,in-correct,in,GPT-2,"['inc', 'orrect']",Incorrect,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2712,incorrect,correct,in-correct,in,GPT-4,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-c', 'orrect']",Correct,Correct,byte_level_bpe,Under-segmented,incorrect
2713,incorrect,correct,in-correct,in,RoBERTa-base,"['inc', 'orrect']",Incorrect,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2714,incorrect,correct,in-correct,in,XLNet-base,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,sentencepiece,Under-segmented,incorrect
2715,incorrect,correct,in-correct,in,Flan-T5-xxl,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,sentencepiece,Under-segmented,incorrect
2716,incorrect,correct,in-correct,in,LLama-2-13B,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,sentencepiece,Under-segmented,incorrect
2717,incorrect,correct,in-correct,in,ALBERT,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,sentencepiece,Under-segmented,incorrect
2718,incorrect,correct,in-correct,in,BERT-base,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,wordpiece,Under-segmented,incorrect
2719,incorrect,correct,in-correct,in,ELECTRA-base,['incorrect'],Not segmented,Correct,['correct'],False,Not segmented,"['in', '-', 'correct']",Correct,Correct,wordpiece,Under-segmented,incorrect
2722,uncorrected,corrected,un-corrected,un,GPT-4,"['unc', 'orrect', 'ed']",Incorrect,Correct,"['correct', 'ed']",False,Incorrect,"['un', '-c', 'orrect', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2730,incorrigible,corrigible,in-corrigible,in,GPT-2,"['inc', 'or', 'rig', 'ible']",Incorrect,Correct,"['cor', 'rig', 'ible']",False,Incorrect,"['in', '-', 'cor', 'rig', 'ible']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2732,incorrigible,corrigible,in-corrigible,in,GPT-4,"['inc', 'or', 'rig', 'ible']",Incorrect,Correct,"['cor', 'rig', 'ible']",False,Incorrect,"['in', '-cor', 'rig', 'ible']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2733,incorrigible,corrigible,in-corrigible,in,RoBERTa-base,"['inc', 'or', 'rig', 'ible']",Incorrect,Correct,"['cor', 'rig', 'ible']",False,Incorrect,"['in', '-', 'cor', 'rig', 'ible']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2736,incorrigible,corrigible,in-corrigible,in,LLama-2-13B,"['incor', 'rig', 'ible']",Incorrect,Correct,"['cor', 'rig', 'ible']",False,Incorrect,"['in', '-', 'cor', 'rig', 'ible']",Correct,Correct,sentencepiece,Under-segmented,incor
2738,incorrigible,corrigible,in-corrigible,in,BERT-base,"['inc', 'or', 'ri', 'gible']",Incorrect,Correct,"['co', 'rri', 'gible']",False,Incorrect,"['in', '-', 'co', 'rri', 'gible']",Correct,Correct,wordpiece,Under-segmented,inc
2739,incorrigible,corrigible,in-corrigible,in,ELECTRA-base,"['inc', 'or', 'ri', 'gible']",Incorrect,Correct,"['co', 'rri', 'gible']",False,Incorrect,"['in', '-', 'co', 'rri', 'gible']",Correct,Correct,wordpiece,Under-segmented,inc
2740,incorrupt,corrupt,in-corrupt,in,GPT-2,"['inc', 'or', 'rupt']",Incorrect,Correct,"['cor', 'rupt']",False,Incorrect,"['in', '-', 'cor', 'rupt']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2742,incorrupt,corrupt,in-corrupt,in,GPT-4,"['inc', 'or', 'rupt']",Incorrect,Correct,"['cor', 'rupt']",False,Incorrect,"['in', '-cor', 'rupt']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2743,incorrupt,corrupt,in-corrupt,in,RoBERTa-base,"['inc', 'or', 'rupt']",Incorrect,Correct,"['cor', 'rupt']",False,Incorrect,"['in', '-', 'cor', 'rupt']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2746,incorrupt,corrupt,in-corrupt,in,LLama-2-13B,"['incor', 'rupt']",Incorrect,Correct,"['cor', 'rupt']",False,Incorrect,"['in', '-', 'cor', 'rupt']",Correct,Correct,sentencepiece,Under-segmented,incor
2748,incorrupt,corrupt,in-corrupt,in,BERT-base,"['inc', 'or', 'rup', 't']",Incorrect,Correct,['corrupt'],False,Not segmented,"['in', '-', 'corrupt']",Correct,Correct,wordpiece,Under-segmented,inc
2749,incorrupt,corrupt,in-corrupt,in,ELECTRA-base,"['inc', 'or', 'rup', 't']",Incorrect,Correct,['corrupt'],False,Not segmented,"['in', '-', 'corrupt']",Correct,Correct,wordpiece,Under-segmented,inc
2752,counterclockwise,clockwise,counter-clockwise,counter,GPT-4,"['count', 'erc', 'lock', 'wise']",Incorrect,Incorrect,"['clock', 'wise']",False,Incorrect,"['counter', '-clock', 'wise']",Correct,Correct,byte_level_bpe,Over-segmented,count
2760,discourteous,courteous,dis-courteous,dis,GPT-2,"['disc', 'our', 'te', 'ous']",Incorrect,Correct,"['cour', 'te', 'ous']",False,Incorrect,"['dis', '-', 'cour', 'te', 'ous']",Correct,Correct,byte_level_bpe,Under-segmented,disc
2762,discourteous,courteous,dis-courteous,dis,GPT-4,"['disc', 'our', 'te', 'ous']",Incorrect,Correct,"['cour', 'te', 'ous']",False,Incorrect,"['dis', '-c', 'our', 'te', 'ous']",Correct,Correct,byte_level_bpe,Under-segmented,disc
2763,discourteous,courteous,dis-courteous,dis,RoBERTa-base,"['disc', 'our', 'te', 'ous']",Incorrect,Correct,"['cour', 'te', 'ous']",False,Incorrect,"['dis', '-', 'cour', 'te', 'ous']",Correct,Correct,byte_level_bpe,Under-segmented,disc
2766,discourteous,courteous,dis-courteous,dis,LLama-2-13B,"['disc', 'our', 'te', 'ous']",Incorrect,Correct,"['cour', 'te', 'ous']",False,Incorrect,"['dis', '-', 'c', 'our', 'te', 'ous']",Correct,Correct,sentencepiece,Under-segmented,disc
2768,discourteous,courteous,dis-courteous,dis,BERT-base,"['disco', 'urt', 'eous']",Incorrect,Correct,"['court', 'eous']",False,Incorrect,"['di', 's', '-', 'court', 'eous']",Incorrect,Incorrect,wordpiece,Under-segmented,disco
2769,discourteous,courteous,dis-courteous,dis,ELECTRA-base,"['disco', 'urt', 'eous']",Incorrect,Correct,"['court', 'eous']",False,Incorrect,"['di', 's', '-', 'court', 'eous']",Incorrect,Incorrect,wordpiece,Under-segmented,disco
2770,uncousinly,cousinly,un-cousinly,un,GPT-2,"['unc', 'ous', 'in', 'ly']",Incorrect,Correct,"['c', 'ous', 'in', 'ly']",True,Incorrect,"['un', '-', 'c', 'ous', 'in', 'ly']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2772,uncousinly,cousinly,un-cousinly,un,GPT-4,"['unc', 'ous', 'in', 'ly']",Incorrect,Correct,"['c', 'ous', 'in', 'ly']",True,Incorrect,"['un', '-c', 'ous', 'in', 'ly']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2773,uncousinly,cousinly,un-cousinly,un,RoBERTa-base,"['unc', 'ous', 'in', 'ly']",Incorrect,Correct,"['c', 'ous', 'in', 'ly']",True,Incorrect,"['un', '-', 'c', 'ous', 'in', 'ly']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2774,uncousinly,cousinly,un-cousinly,un,XLNet-base,"['unc', 'ous', 'in', 'ly']",Incorrect,Correct,"['cousin', 'ly']",False,Incorrect,"['un', '-', 'cou', 's', 'in', 'ly']",Correct,Correct,sentencepiece,Under-segmented,unc
2777,uncousinly,cousinly,un-cousinly,un,ALBERT,"['unc', 'ous', 'in', 'ly']",Incorrect,Correct,"['cousin', 'ly']",False,Incorrect,"['un', '-', 'cou', 's', 'in', 'ly']",Correct,Correct,sentencepiece,Under-segmented,unc
2782,uncrannied,crannied,un-crannied,un,GPT-4,"['unc', 'r', 'ann', 'ied']",Incorrect,Correct,"['cr', 'ann', 'ied']",False,Incorrect,"['un', '-cr', 'ann', 'ied']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2790,uncreative,creative,un-creative,un,GPT-2,"['unc', 'reat', 'ive']",Incorrect,Correct,"['creat', 'ive']",False,Incorrect,"['un', '-', 'creat', 'ive']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2793,uncreative,creative,un-creative,un,RoBERTa-base,"['unc', 'reat', 'ive']",Incorrect,Correct,"['creat', 'ive']",False,Incorrect,"['un', '-', 'creat', 'ive']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2794,uncreative,creative,un-creative,un,XLNet-base,"['unc', 're', 'ative']",Incorrect,Correct,['creative'],False,Not segmented,"['un', '-', 'c', 're', 'ative']",Correct,Correct,sentencepiece,Under-segmented,unc
2797,uncreative,creative,un-creative,un,ALBERT,"['unc', 're', 'ative']",Incorrect,Correct,['creative'],False,Not segmented,"['un', '-', 'cre', 'ative']",Correct,Correct,sentencepiece,Under-segmented,unc
2800,incredible,credible,in-credible,in,GPT-2,"['inc', 'redible']",Incorrect,Correct,"['c', 'redible']",False,Incorrect,"['in', '-', 'c', 'redible']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2803,incredible,credible,in-credible,in,RoBERTa-base,"['inc', 'redible']",Incorrect,Correct,"['c', 'redible']",False,Incorrect,"['in', '-', 'c', 'redible']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2804,incredible,credible,in-credible,in,XLNet-base,['incredible'],Not segmented,Correct,['credible'],False,Not segmented,"['in', '-', 'credible']",Correct,Correct,sentencepiece,Under-segmented,incredible
2805,incredible,credible,in-credible,in,Flan-T5-xxl,['incredible'],Not segmented,Correct,['credible'],False,Not segmented,"['in', '-', 'cred', 'ible']",Correct,Correct,sentencepiece,Under-segmented,incredible
2806,incredible,credible,in-credible,in,LLama-2-13B,"['incred', 'ible']",Incorrect,Correct,"['cred', 'ible']",False,Incorrect,"['in', '-', 'cred', 'ible']",Correct,Correct,sentencepiece,Under-segmented,incred
2807,incredible,credible,in-credible,in,ALBERT,['incredible'],Not segmented,Correct,['credible'],False,Not segmented,"['in', '-', 'cre', 'd', 'ible']",Correct,Correct,sentencepiece,Under-segmented,incredible
2808,incredible,credible,in-credible,in,BERT-base,['incredible'],Not segmented,Correct,['credible'],False,Not segmented,"['in', '-', 'credible']",Correct,Correct,wordpiece,Under-segmented,incredible
2809,incredible,credible,in-credible,in,ELECTRA-base,['incredible'],Not segmented,Correct,['credible'],False,Not segmented,"['in', '-', 'credible']",Correct,Correct,wordpiece,Under-segmented,incredible
2810,incredulous,credulous,in-credulous,in,GPT-2,"['inc', 'red', 'ulous']",Incorrect,Correct,"['c', 'red', 'ulous']",False,Incorrect,"['in', '-', 'c', 'red', 'ulous']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2813,incredulous,credulous,in-credulous,in,RoBERTa-base,"['inc', 'red', 'ulous']",Incorrect,Correct,"['c', 'red', 'ulous']",False,Incorrect,"['in', '-', 'c', 'red', 'ulous']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2814,incredulous,credulous,in-credulous,in,XLNet-base,['incredulous'],Not segmented,Correct,"['cred', 'ulous']",False,Incorrect,"['in', '-', 'c', 'red', 'ulous']",Correct,Correct,sentencepiece,Under-segmented,incredulous
2816,incredulous,credulous,in-credulous,in,LLama-2-13B,"['incred', 'ul', 'ous']",Incorrect,Correct,"['cred', 'ul', 'ous']",False,Incorrect,"['in', '-', 'cred', 'ul', 'ous']",Correct,Correct,sentencepiece,Under-segmented,incred
2817,incredulous,credulous,in-credulous,in,ALBERT,['incredulous'],Not segmented,Correct,"['cre', 'd', 'ulous']",False,Incorrect,"['in', '-', 'cre', 'd', 'ulous']",Correct,Correct,sentencepiece,Under-segmented,incredulous
2818,incredulous,credulous,in-credulous,in,BERT-base,"['inc', 'red', 'ulous']",Incorrect,Correct,"['cr', 'ed', 'ulous']",False,Incorrect,"['in', '-', 'cr', 'ed', 'ulous']",Correct,Correct,wordpiece,Under-segmented,inc
2819,incredulous,credulous,in-credulous,in,ELECTRA-base,"['inc', 'red', 'ulous']",Incorrect,Correct,"['cr', 'ed', 'ulous']",False,Incorrect,"['in', '-', 'cr', 'ed', 'ulous']",Correct,Correct,wordpiece,Under-segmented,inc
2830,uncritical,critical,un-critical,un,GPT-2,"['unc', 'ritical']",Incorrect,Correct,['critical'],False,Not segmented,"['un', '-', 'critical']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2832,uncritical,critical,un-critical,un,GPT-4,"['unc', 'ritical']",Incorrect,Correct,['critical'],False,Not segmented,"['un', '-c', 'ritical']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2833,uncritical,critical,un-critical,un,RoBERTa-base,"['unc', 'ritical']",Incorrect,Correct,['critical'],False,Not segmented,"['un', '-', 'critical']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2840,uncrossed,crossed,un-crossed,un,GPT-2,"['unc', 'ross', 'ed']",Incorrect,Correct,"['cross', 'ed']",False,Incorrect,"['un', '-', 'cross', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2842,uncrossed,crossed,un-crossed,un,GPT-4,"['unc', 'ross', 'ed']",Incorrect,Correct,"['cross', 'ed']",False,Incorrect,"['un', '-cross', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2843,uncrossed,crossed,un-crossed,un,RoBERTa-base,"['unc', 'ross', 'ed']",Incorrect,Correct,"['cross', 'ed']",False,Incorrect,"['un', '-', 'cross', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2850,uncrowded,crowded,un-crowded,un,GPT-2,"['unc', 'rowd', 'ed']",Incorrect,Correct,"['c', 'rowd', 'ed']",False,Incorrect,"['un', '-', 'c', 'rowd', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2852,uncrowded,crowded,un-crowded,un,GPT-4,"['unc', 'row', 'ded']",Incorrect,Correct,"['crow', 'ded']",False,Incorrect,"['un', '-c', 'row', 'ded']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2853,uncrowded,crowded,un-crowded,un,RoBERTa-base,"['unc', 'rowd', 'ed']",Incorrect,Correct,"['c', 'rowd', 'ed']",False,Incorrect,"['un', '-', 'c', 'rowd', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2860,uncrowned,crowned,un-crowned,un,GPT-2,"['unc', 'rown', 'ed']",Incorrect,Correct,"['c', 'rown', 'ed']",False,Incorrect,"['un', '-', 'c', 'rown', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2862,uncrowned,crowned,un-crowned,un,GPT-4,"['unc', 'rowned']",Incorrect,Correct,"['c', 'rowned']",False,Incorrect,"['un', '-c', 'rowned']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2863,uncrowned,crowned,un-crowned,un,RoBERTa-base,"['unc', 'rown', 'ed']",Incorrect,Correct,"['c', 'rown', 'ed']",False,Incorrect,"['un', '-', 'c', 'rown', 'ed']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2890,uncrystallized,crystallized,un-crystallized,un,GPT-2,"['unc', 'ry', 'stall', 'ized']",Incorrect,Correct,"['cry', 'stall', 'ized']",False,Incorrect,"['un', '-', 'cry', 'stall', 'ized']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2892,uncrystallized,crystallized,un-crystallized,un,GPT-4,"['unc', 'r', 'yst', 'all', 'ized']",Incorrect,Correct,"['cr', 'yst', 'all', 'ized']",False,Incorrect,"['un', '-cr', 'yst', 'all', 'ized']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2893,uncrystallized,crystallized,un-crystallized,un,RoBERTa-base,"['unc', 'ry', 'stall', 'ized']",Incorrect,Correct,"['cry', 'stall', 'ized']",False,Incorrect,"['un', '-', 'cry', 'stall', 'ized']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2900,uncultivated,cultivated,un-cultivated,un,GPT-2,"['unc', 'ult', 'ivated']",Incorrect,Correct,"['cult', 'ivated']",False,Incorrect,"['un', '-', 'cult', 'ivated']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2902,uncultivated,cultivated,un-cultivated,un,GPT-4,"['unc', 'ult', 'ivated']",Incorrect,Correct,"['cult', 'ivated']",False,Incorrect,"['un', '-c', 'ult', 'ivated']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2903,uncultivated,cultivated,un-cultivated,un,RoBERTa-base,"['unc', 'ult', 'ivated']",Incorrect,Correct,"['cult', 'ivated']",False,Incorrect,"['un', '-', 'cult', 'ivated']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2904,uncultivated,cultivated,un-cultivated,un,XLNet-base,"['unc', 'ult', 'ivate', 'd']",Incorrect,Correct,['cultivated'],False,Not segmented,"['un', '-', 'cul', 't', 'ivate', 'd']",Correct,Correct,sentencepiece,Under-segmented,unc
2910,incurable,curable,in-curable,in,GPT-2,"['inc', 'urable']",Incorrect,Correct,"['c', 'urable']",False,Incorrect,"['in', '-', 'c', 'urable']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2913,incurable,curable,in-curable,in,RoBERTa-base,"['inc', 'urable']",Incorrect,Correct,"['c', 'urable']",False,Incorrect,"['in', '-', 'c', 'urable']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2915,incurable,curable,in-curable,in,Flan-T5-xxl,"['incur', 'able']",Incorrect,Correct,"['cur', 'able']",False,Incorrect,"['in', '-', 'cur', 'able']",Correct,Correct,sentencepiece,Under-segmented,incur
2918,incurable,curable,in-curable,in,BERT-base,"['inc', 'urable']",Incorrect,Correct,"['cu', 'rable']",False,Incorrect,"['in', '-', 'cu', 'rable']",Correct,Correct,wordpiece,Under-segmented,inc
2919,incurable,curable,in-curable,in,ELECTRA-base,"['inc', 'urable']",Incorrect,Correct,"['cu', 'rable']",False,Incorrect,"['in', '-', 'cu', 'rable']",Correct,Correct,wordpiece,Under-segmented,inc
2920,incurious,curious,in-curious,in,GPT-2,"['inc', 'urious']",Incorrect,Correct,"['c', 'urious']",False,Incorrect,"['in', '-', 'c', 'urious']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2923,incurious,curious,in-curious,in,RoBERTa-base,"['inc', 'urious']",Incorrect,Correct,"['c', 'urious']",False,Incorrect,"['in', '-', 'c', 'urious']",Correct,Correct,byte_level_bpe,Under-segmented,inc
2925,incurious,curious,in-curious,in,Flan-T5-xxl,"['incur', 'ious']",Incorrect,Correct,['curious'],False,Not segmented,"['in', '-', 'cur', 'ious']",Correct,Correct,sentencepiece,Under-segmented,incur
2928,incurious,curious,in-curious,in,BERT-base,"['inc', 'uri', 'ous']",Incorrect,Correct,['curious'],False,Not segmented,"['in', '-', 'curious']",Correct,Correct,wordpiece,Under-segmented,inc
2929,incurious,curious,in-curious,in,ELECTRA-base,"['inc', 'uri', 'ous']",Incorrect,Correct,['curious'],False,Not segmented,"['in', '-', 'curious']",Correct,Correct,wordpiece,Under-segmented,inc
2942,uncut,cut,un-cut,un,GPT-4,"['unc', 'ut']",Incorrect,Correct,['cut'],False,Not segmented,"['un', '-cut']",Correct,Correct,byte_level_bpe,Under-segmented,unc
2950,acyclic,cyclic,a-cyclic,a,GPT-2,"['acy', 'cl', 'ic']",Incorrect,Correct,"['cycl', 'ic']",False,Incorrect,"['a', '-', 'cycl', 'ic']",Correct,Correct,byte_level_bpe,Under-segmented,acy
2952,acyclic,cyclic,a-cyclic,a,GPT-4,"['acy', 'c', 'lic']",Incorrect,Correct,"['c', 'yclic']",False,Incorrect,"['a', '-c', 'yclic']",Correct,Correct,byte_level_bpe,Under-segmented,acy
2953,acyclic,cyclic,a-cyclic,a,RoBERTa-base,"['acy', 'cl', 'ic']",Incorrect,Correct,"['cycl', 'ic']",False,Incorrect,"['a', '-', 'cycl', 'ic']",Correct,Correct,byte_level_bpe,Under-segmented,acy
2958,acyclic,cyclic,a-cyclic,a,BERT-base,"['ac', 'y', 'cl', 'ic']",Incorrect,Correct,['cyclic'],False,Not segmented,"['a', '-', 'cyclic']",Correct,Correct,wordpiece,Under-segmented,ac
2959,acyclic,cyclic,a-cyclic,a,ELECTRA-base,"['ac', 'y', 'cl', 'ic']",Incorrect,Correct,['cyclic'],False,Not segmented,"['a', '-', 'cyclic']",Correct,Correct,wordpiece,Under-segmented,ac
2970,undamaged,damaged,un-damaged,un,GPT-2,"['und', 'am', 'aged']",Incorrect,Correct,"['dam', 'aged']",False,Incorrect,"['un', '-', 'dam', 'aged']",Correct,Correct,byte_level_bpe,Under-segmented,und
2972,undamaged,damaged,un-damaged,un,GPT-4,"['und', 'amaged']",Incorrect,Correct,"['dam', 'aged']",False,Incorrect,"['un', '-d', 'amaged']",Correct,Correct,byte_level_bpe,Under-segmented,und
2973,undamaged,damaged,un-damaged,un,RoBERTa-base,"['und', 'am', 'aged']",Incorrect,Correct,"['dam', 'aged']",False,Incorrect,"['un', '-', 'dam', 'aged']",Correct,Correct,byte_level_bpe,Under-segmented,und
2975,undamaged,damaged,un-damaged,un,Flan-T5-xxl,"['und', 'am', 'aged']",Incorrect,Correct,['damaged'],False,Not segmented,"['un', '-', 'dam', 'aged']",Correct,Correct,sentencepiece,Under-segmented,und
2976,undamaged,damaged,un-damaged,un,LLama-2-13B,"['und', 'am', 'aged']",Incorrect,Correct,"['dam', 'aged']",False,Incorrect,"['un', '-', 'dam', 'aged']",Correct,Correct,sentencepiece,Under-segmented,und
2977,undamaged,damaged,un-damaged,un,ALBERT,"['und', 'am', 'aged']",Incorrect,Correct,['damaged'],False,Not segmented,"['un', '-', 'dam', 'aged']",Correct,Correct,sentencepiece,Under-segmented,und
2978,undamaged,damaged,un-damaged,un,BERT-base,"['und', 'ama', 'ged']",Incorrect,Correct,['damaged'],False,Not segmented,"['un', '-', 'damaged']",Correct,Correct,wordpiece,Under-segmented,und
2979,undamaged,damaged,un-damaged,un,ELECTRA-base,"['und', 'ama', 'ged']",Incorrect,Correct,['damaged'],False,Not segmented,"['un', '-', 'damaged']",Correct,Correct,wordpiece,Under-segmented,und
2980,undatable,datable,un-datable,un,GPT-2,"['und', 'atable']",Incorrect,Correct,"['dat', 'able']",False,Incorrect,"['un', '-', 'dat', 'able']",Correct,Correct,byte_level_bpe,Under-segmented,und
